,text,intent
1907,Find the movie times.,SearchScreeningEvent
1908,Can I see the movie times for the Great Escape Theatres,SearchScreeningEvent
1909,are there any movies playing around here,SearchScreeningEvent
1910,List all the movies playing in the area now.,SearchScreeningEvent
1911,Find the schedule for Precautions Against Fanatics at Star Theatres.,SearchScreeningEvent
1912,I want to see Idols of Clay at my movie house.,SearchScreeningEvent
1913,Is Prophecy playing at Malco Theatres,SearchScreeningEvent
1914,Find the schedule for Evening Clothes in 1 second.,SearchScreeningEvent
1915,Find the schedule for The Solitude of Prime Numbers at the nearest cinema in 1 hour .,SearchScreeningEvent
1916,When can I see I Am Sorry at my movie house,SearchScreeningEvent
1917,Show me when and where I can see Song of Summer,SearchScreeningEvent
1918,show me the movie schedule at the closest cinema,SearchScreeningEvent
1919,Can I get a movie schedule,SearchScreeningEvent
1920,Find the schedule for animated movies in the neighbourhood.,SearchScreeningEvent
1921,I want to see Sympathy for the Devil,SearchScreeningEvent
1922,show the schedule of Unborn but Forgotten,SearchScreeningEvent
1923,Is Unsettled Land playing at the movie theatre,SearchScreeningEvent
1924,When is The Devil with Hitler playing in Bow Tie Cinemas,SearchScreeningEvent
1925,Tell me what movies are showing at seven am at the closest movie house.,SearchScreeningEvent
1926,Find movie schedules nearby.,SearchScreeningEvent
1927,Find the schedule for Death Valley Manhunt.,SearchScreeningEvent
1928,Find animated movies showing close by.,SearchScreeningEvent
1929,"Is A Man, a Woman, and a Bank showing in the nearest Neighborhood Cinema Group",SearchScreeningEvent
1930,Find the list of movies showing close by,SearchScreeningEvent
1931,Are there any films around here,SearchScreeningEvent
1932,Is Rented Lips playing at the nearest cinema,SearchScreeningEvent
1933,Find the schedule for Heart Beats.,SearchScreeningEvent
1934,Find the movies at Malco Theatres.,SearchScreeningEvent
1935,Is A Closed Book playing at United Paramount Theatres,SearchScreeningEvent
1936,what are the movie times for IMAX Corporation,SearchScreeningEvent
1937,What animated movies are playing at the closest cinema?,SearchScreeningEvent
1938,When can I see Ghost World,SearchScreeningEvent
1939,What movie theatre is palying The Hurricane five hours from now,SearchScreeningEvent
1940,Find the movie schedule at B&B Theatres.,SearchScreeningEvent
1941,Show me movie schedules,SearchScreeningEvent
1942,Is American Dreamer playing at Pacific Theatres,SearchScreeningEvent
1943,I want to see Vanishing of the Bees at a movie house.,SearchScreeningEvent
1944,Give me the list of animated movies playing at the closest movie house,SearchScreeningEvent
1945,What are the timings for Starship Troopers 2?,SearchScreeningEvent
1946,When will So Happy Together begin playing?,SearchScreeningEvent
1947,is it possible to see Corn at eleven A.M. at Loews Cineplex Entertainment,SearchScreeningEvent
1948,Is Short of Love playing,SearchScreeningEvent
1949,When is For One Night playing at Loews Cineplex Entertainment?,SearchScreeningEvent
1950,Is The Little Irish Girl playing,SearchScreeningEvent
1951,What film is playing nearby,SearchScreeningEvent
1952,Can I see Love in the Time of Cholera in the nearest movie house,SearchScreeningEvent
1953,What are the movie schedules in the neighbourhood,SearchScreeningEvent
1954,what's the movie schedule at National Amusements,SearchScreeningEvent
1955,"I'd like to go to Douglas Theatre Company to see In Beaver Valley, what times will this be playing?",SearchScreeningEvent
1956,what films are showing at United Paramount Theatres,SearchScreeningEvent
1957,show me the movie times in Dipson Theatres,SearchScreeningEvent
1958,Show me movie schedule at Cobb Theatres,SearchScreeningEvent
1959,What animated movies are showing nearby,SearchScreeningEvent
1960,Shoe the movie showings for the closest cinema showing international movies,SearchScreeningEvent
1961,What's the movie schedule at sunrise for ArcLight Hollywood,SearchScreeningEvent
1962,I need the movie Kids in Love at the movie house,SearchScreeningEvent
1963,Is The Butcher Boy playing anywhere at supper time?,SearchScreeningEvent
1964,Can I see An Innocent Affair at the nearest movie house.,SearchScreeningEvent
1965,Show me the movie times for animated movies that are in theaters close by,SearchScreeningEvent
1966,Find the movie schedule for animated movies in the neighborhood.,SearchScreeningEvent
1967,When and where can I see A Film with Me in It,SearchScreeningEvent
1968,I need a list of places in the area where I can see animated movies in six minutes,SearchScreeningEvent
1969,Can I see Standing on the Edge of the Noise in the nearest cinema,SearchScreeningEvent
1970,I want to see Michel Strogoff,SearchScreeningEvent
1971,I want to see The Devil Diamond at a movie theatre.,SearchScreeningEvent
1972,Is Chronicle of My Mother showing at the nearest cinema in 1 minute and 8 seconds.,SearchScreeningEvent
1973,Find the schedule for Salt of the Black Earth at the closest movie house.,SearchScreeningEvent
1974,What are the movie times at Alamo Drafthouse Cinema,SearchScreeningEvent
1975,I need the movie schedules for Century Theatres,SearchScreeningEvent
1976,I need movie times in the area for any type of movies,SearchScreeningEvent
1977,Find the films at ArcLight Hollywood.,SearchScreeningEvent
1978,Show me the new showings for animated movies in the neighborhood,SearchScreeningEvent
1979,what theater is showing Trouble in Paradise at 00:45 am,SearchScreeningEvent
1980,Give me the movie schedules at Plitt Theatres,SearchScreeningEvent
1981,What are the movie times in the neighbourhood,SearchScreeningEvent
1982,Show me animated movies that are playig at Great Escape Theatres,SearchScreeningEvent
1983,Is there a showing of A Matter of Degrees at Harkins Theatres,SearchScreeningEvent
1984,i want to see some movies in a B&B Theatres,SearchScreeningEvent
1985,What movies are showing at Plitt Theatres.,SearchScreeningEvent
1986,I would like to see The Heart of a Siren in my movie house,SearchScreeningEvent
1987,Any showings for animated movies at Santikos Theatres.,SearchScreeningEvent
1988,Find the movie schedule at IMAX Corporation.,SearchScreeningEvent
1989,I need a list for Star Theatres of animated movies,SearchScreeningEvent
1990,Can i get the times for afternoon showings in the nearest cinema for In the Secret Service,SearchScreeningEvent
1991,When is Robotix playing?,SearchScreeningEvent
1992,Find me animated movies at Amco Entertainment tomorrow,SearchScreeningEvent
1993,what movies are playing nearby,SearchScreeningEvent
1994,Is Fast and Loose playing,SearchScreeningEvent
1995,Find the movie schedule for B&B Theatres.,SearchScreeningEvent
1996,what are the movie times for animated movies close by,SearchScreeningEvent
1997,SHow me the nearest movie house showing Moron 5 and the Crying Lady,SearchScreeningEvent
1998,Give me the list of animated movies showing tonight at United Paramount Theatres,SearchScreeningEvent
1999,Show me the movie schedule for Whore II.,SearchScreeningEvent
2000,What films are playing in the neighborhood,SearchScreeningEvent
2001,I want to see Train,SearchScreeningEvent
2002,Is Fighting With Buffalo Bill playing at the closest movie house,SearchScreeningEvent
2003,Can I see Central Airport at the closest movie theatre,SearchScreeningEvent
2004,List the movie schedule for Regal Entertainment Group theater.,SearchScreeningEvent
2005,Is Agents of Secret Stuff playing at North American Cinemas,SearchScreeningEvent
2006,What are the 8 P.M. movie schedules,SearchScreeningEvent
2007,I want to see an animated movie in the neighbourhood,SearchScreeningEvent
2008,Recite the movie schedule.,SearchScreeningEvent
2009,Can I see William Comes to Town at KB Theatres,SearchScreeningEvent
2010,show the movie times,SearchScreeningEvent
2011,Find the schedule for Success.,SearchScreeningEvent
2012,Show me the movies at the Megaplex Theatres.,SearchScreeningEvent
2013,I want to see the movie schedule for North American Cinemas,SearchScreeningEvent
2014,Is the films 19 hours from now playing at Landmark Theatres,SearchScreeningEvent
2015,give me the movie times,SearchScreeningEvent
2016,Give me the showing of animated movies at Speakeasy Theaters,SearchScreeningEvent
2017,What is the schedule at the closest movie theatre?,SearchScreeningEvent
2018,Find all the films at the closestcinema during meal time.,SearchScreeningEvent
2019,Is The Mystical Adventures of Billy Owens playing at the closest movie house,SearchScreeningEvent
2020,Which movies are currently playing at Speakeasy Theaters,SearchScreeningEvent
2021,show the movies at the nearest movie house,SearchScreeningEvent
2022,Can I get the movie schedule,SearchScreeningEvent
2023,Tell me the movie times for animated movies in the neighborhood.,SearchScreeningEvent
2024,Tell me what movies are at AMC Theatres.,SearchScreeningEvent
2025,Find me the movie schedule for Great Escape Theatres,SearchScreeningEvent
2026,Gimme movie times.,SearchScreeningEvent
2027,What is the movie schedule at the IMAX Corporation three minutes from now,SearchScreeningEvent
2028,What are the movie times for films close by,SearchScreeningEvent
2029,where's the nearest movie house playing No Trains No Planes,SearchScreeningEvent
2030,I want to see Teeny Little Super Guy at Malco Theatres,SearchScreeningEvent
2031,Give me the movie schedule for animated movies in the neighbourhood,SearchScreeningEvent
2032,I want to watch Uproar in the Studio at the nearest cinema,SearchScreeningEvent
2033,When can I see The Crew of the Dora,SearchScreeningEvent
2034,List the movie times for recent movies in the area.,SearchScreeningEvent
2035,Is Proudly She Marches playing anywhere?,SearchScreeningEvent
2036,I need to know what theatre is playing A Happy Coersion,SearchScreeningEvent
2037,Can I see Blood Orgy of the Leather Girls at a movie house.,SearchScreeningEvent
2038,Show me movie times,SearchScreeningEvent
2039,Give me the schedule now at the nearest movie house,SearchScreeningEvent
2040,Is The Skull playing at Loews Cineplex,SearchScreeningEvent
2041,Find the schedule for 102 Years in the Heart of Europe: A Portrait of Ernst Jünger at a movie theatre.,SearchScreeningEvent
2042,Find animated movies playing in the area.,SearchScreeningEvent
2043,I need a movie schedule for animated movies nearby,SearchScreeningEvent
2044,Find the schedule for Grand Canyon Trail.,SearchScreeningEvent
2045,show me the movies in Pacific Theatres,SearchScreeningEvent
2046,Whens the next showing of The Game of Their Lives,SearchScreeningEvent
2047,Give me the list of films at Santikos Theatres,SearchScreeningEvent
2048,Fine the movie schedule.,SearchScreeningEvent
2049,I want to see when Box Head Revolution is playing at the nearest movie theatre,SearchScreeningEvent
2050,What films are playing at the nearest movie theatre,SearchScreeningEvent
2051,Find the schedule for The Tooth Will Out at sunrise.,SearchScreeningEvent
2052,Find the schedule for animated movie in the neighborhood at 02:06:29 am.,SearchScreeningEvent
2053,Find the movie schedule around here.,SearchScreeningEvent
2054,What is the movie schedule,SearchScreeningEvent
2055,Is Jappeloup showing at Bow Tie Cinemas,SearchScreeningEvent
2056,What's the movie schedule for B&B Theatres?,SearchScreeningEvent
2057,Show me the schedule in the nearest movie theatre for Invasion U.S.A..,SearchScreeningEvent
2058,show me the movie schedule in the area at seven AM for animated movies,SearchScreeningEvent
2059,Give me movie times for Regal Entertainment Group,SearchScreeningEvent
2060,Please check which movies will be available at eleven A.M. at Santikos Theatres?,SearchScreeningEvent
2061,Where can I see Getting There: Sweet 16 and Licensed to Drive,SearchScreeningEvent
2062,Find the schedule for The Kentuckians.,SearchScreeningEvent
2063,Find the movie times.,SearchScreeningEvent
2064,show me the schedule of movie theatre at closest for Vampire Hunter D: Bloodlust,SearchScreeningEvent
2065,show me the films playing in the neighbourhood,SearchScreeningEvent
2066,show me the schedule for The Duchess of Langeais at my cinema,SearchScreeningEvent
2067,Is Love and Other Troubles playing,SearchScreeningEvent
2068,Is The Legend of the Evil Lake playing at 09:38:42 am,SearchScreeningEvent
2069,Is it possible to see The Italian Job at Malco Theatres,SearchScreeningEvent
2070,Find movie schedules for Bow Tie Cinemas.,SearchScreeningEvent
2071,Is it possible to see The Day of the Jackal at Pacific Theatres,SearchScreeningEvent
2072,What times will The Garden of sinners Film 1 – Thanatos be playing?,SearchScreeningEvent
2073,What movies are playing at the closest movie theatre,SearchScreeningEvent
2074,Is Outlaw of Gor showing at thenearest movie house at 5 A.M.,SearchScreeningEvent
2075,Kingsman: The Secret Service at my movie theatre,SearchScreeningEvent
2076,What is the movie schedule for the Pacific Theatres,SearchScreeningEvent
2077,Find the schedule for Project Shadowchaser II at the cinema in eighteen hours.,SearchScreeningEvent
2078,Show me a theater close by with 2 p.m. or later movie times that plays recent movies,SearchScreeningEvent
2079,Find the schedule for The Wild Eye.,SearchScreeningEvent
2080,Please look for The Pagans at movie house.,SearchScreeningEvent
2081,When will The Flower and the Angry Waves be showing?,SearchScreeningEvent
2082,I want to see The Band of Honest Men at the nearest movie theatre.,SearchScreeningEvent
2083,What is playing  at the closest movie house,SearchScreeningEvent
2084,show me the movies playing around here,SearchScreeningEvent
2085,When is Four Days in November playing at the movie house?,SearchScreeningEvent
2086,Can I get the newest movie schedule,SearchScreeningEvent
2087,what's the nearest movie theatre showing Concussion in one hour,SearchScreeningEvent
2088,What movies are playing at the closest cinema,SearchScreeningEvent
2089,I want to see showings for The Voice of Merrill at my cinema.,SearchScreeningEvent
2090,I want to see a list of the closest cinema's movies,SearchScreeningEvent
2091,What Are the showings for The Natural History of Parking Lots movie house,SearchScreeningEvent
2092,Give me the schedule for Public Stenographer at MJR Theatres,SearchScreeningEvent
2093,Is it possible to see Tube at the closest movie theatre.,SearchScreeningEvent
2094,I want to see Wenn Lucy springt now at a movie theatre.,SearchScreeningEvent
2095,Is Across the Line playing at the closest movie house,SearchScreeningEvent
2096,Which animated movies are playing in the neighbourhood ?,SearchScreeningEvent
2097,Where is They Always Return at Dawn playing,SearchScreeningEvent
2098,What is the movie schedule in the neighborhood,SearchScreeningEvent
2099,Tell me when Howling II: Your Sister Is a Werewolf is playing.,SearchScreeningEvent
